0.1839721	1.1691511	-0.025359362	0.9581802	2.8343387	2.8128333	1.9133103	0.6696513	0.40823165	2.6966507	2.1393285	-2.4733996	-0.04158382	0.7808017	1.4492133
-1.055199	0.79505706	0.8020851	-2.4516513	2.6762946	-2.6255906	1.059821	0.3989677	1.2017654	0.9769299	-0.68955827	1.1816902	0.11896026	-2.9889824	-2.8548992
-1.7155205	-0.79146004	1.2903733	-2.1353464	0.43920127	-2.3010397	-0.088764876	-0.60330164	-0.28649238	-1.5906658	-2.1634045	-2.7075624	-0.013735554	-2.0994515	-2.1228244
0.026534904	-0.010309517	-0.019431222	0.042074446	-0.025710464	-0.013619054	-0.020623315	-0.029235983	0.041649137	-0.04380239	0.02459189	0.019885745	0.008641791	-0.03686906	0.008601487
1.863874	1.4366866	-2.380213	-0.80838543	-0.2729828	0.32639533	1.2018176	-0.18141943	1.3173208	0.29225212	-0.26931855	2.321458	0.041218296	-1.5886413	1.3357244
-0.76623595	-0.47082597	0.42751068	-0.9130393	0.4317541	-0.099513456	0.074167974	1.2379277	-1.3161916	0.56503963	-0.14382435	0.7854645	-1.4649695	0.7630582	1.6131027
0.90499985	1.1537179	-1.3390505	-1.136607	-0.060393553	0.6550406	0.9757292	-2.2336154	-2.4492462	0.6029095	-0.40910488	3.230845	1.719317	2.486998	0.5397088
-1.498149	-1.2291329	-0.03469588	-0.1728317	0.07555219	-0.73524487	0.59774196	0.6424434	-0.51267546	-1.1171261	-0.5714612	-0.77839744	-0.6486695	-0.73560363	-0.7766435
0.84318614	0.76588106	2.0430186	-0.81715846	-1.4268329	1.7620367	-2.1517968	0.762575	-1.8180461	0.37801346	1.8870324	-1.7446818	-0.8715162	0.9929762	-0.61690366
-1.6029264	-2.4355655	0.15803228	-1.3315656	1.124992	0.4189321	0.48700723	-0.14786248	0.64721656	2.1730986	0.74285966	0.7809523	1.8344861	0.41868585	-3.2734544
-1.6848178	-0.91949356	-0.12886983	-2.1153233	1.8086518	-0.5664099	1.773062	0.40206143	0.58325815	1.8458021	-3.416717	2.9711208	0.5742116	-1.4225012	-2.6825123
-0.033203498	0.018752847	0.0484115	-0.030644609	0.04071964	-0.043254565	-0.0378932	-0.035189964	0.0379153	-0.0312634	0.02000283	-0.041695215	0.021533791	-0.048383664	0.02940495
-1.9964771	-0.042498317	-0.530353	0.9542777	1.352357	1.2260587	1.0315672	0.03739924	0.60141814	0.052440293	-1.162108	0.17101581	1.0283301	0.44905773	-1.7052763
-0.05602401	-0.012558971	0.21780752	-0.14149077	-0.07136597	1.0549194	-2.9735703	1.0965608	-0.49512315	-0.9681943	-0.22612259	0.31576166	0.65930784	1.4682136	0.15659451
-1.2349144	-1.294081	0.30062076	1.6213285	1.5577662	1.1878215	1.4951172	-0.7261022	1.8221091	1.852341	-0.51391447	-1.4978416	2.0165856	-0.3440268	-2.0600576
